"","Fuel.Type.Code","Station.Name","Street.Address","Intersection.Directions","City","State","ZIP","Station.Phone","Groups.With.Access.Code","Latitude","Longitude","ID","Open.Date","Access.Code"
"28","ELEC","Evergy - Gordon Evans Energy Center","6001 N 151 St W","","Colwich","KS",67030,"800-383-1183","Private",37.790387,-97.522657,52908,"2013-01-01","private"
"29","ELEC","Evergy - Emporia Energy Center","1685 Rd 200","","Emporia","KS",66801,"","Private",38.448415,-96.073995,52909,"2013-01-01","private"
"30","ELEC","Evergy - Fort Scott Service Center","15 Stanton St","Located in parking lot","Fort Scott","KS",66701,"800-383-1183","Public",37.843833,-94.706851,52910,"2013-01-01","public"
"31","ELEC","Evergy - Humboldt Service Center","1318 Signor","Located in parking lot","Humboldt","KS",66748,"800-383-1183","Public",37.817103,-95.429144,52911,"2013-01-01","public"
"32","ELEC","Evergy - Lawrence Energy Center","1250 N 1800 Rd","","Lawrence","KS",66049,"","Private",39.006795,-95.269499,52912,"2013-01-01","private"
"33","ELEC","Evergy - Lawrence Service Center","746 E 27th St","Located in the public parking area in the NW corner","Lawrence","KS",66046,"800-383-1183","Private",38.935654,-95.226631,52913,"2013-01-01","private"
"34","ELEC","Evergy - Leavenworth Service Center","2720 N 2nd Ave","Located in NW parking lot","Leavenworth","KS",66048,"800-383-1183","Public",39.289808,-94.914886,52914,"2013-01-01","public"
"35","ELEC","Evergy - Jeffrey Energy Center","25905 Jeffrey Rd","","St. Mary's","KS",66536,"","Private",39.281272,-96.120005,52916,"2013-01-01","private"
"36","ELEC","Evergy - Salina Service Center","1001 Edison Pl","","Salina","KS",67401,"","Private",38.832299,-97.595897,52917,"2013-01-01","private"
"37","ELEC","Evergy - Tecumseh Energy Center","5530 SE 2nd St","","Tecumseh","KS",66542,"","Private",39.051538,-95.568062,52918,"2013-01-01","private"
"38","ELEC","Evergy - Topeka General Office","818 S Kansas Ave","Located on 8th St and S Kansas Av","Topeka","KS",66612,"800-383-1183","Private",39.048,-95.674347,52919,"2013-01-01","private"
"39","ELEC","Evergy - Topeka Operations Center","4001 NW 14th","Located in the SW corner of the covered parking at the Fleet Shop","Topeka","KS",66618,"800-383-1183","Private",39.076033,-95.723478,52920,"2013-01-01","private"
"40","ELEC","Evergy - Murray Gill Energy Center","6100 W 55th St S","","Wichita","KS",67215,"","Private",37.596859,-97.411948,52921,"2013-01-01","private"
"41","ELEC","Evergy - Wichita General Office","100 N Broadway St","Located Bank of America building parking garage, level 3","Wichita","KS",67202,"800-383-1183","Private",37.686731,-97.334925,52922,"2013-01-01","private"
"42","ELEC","Evergy - Wichita Service Building","1900 E Central Ave","Located south of the Fleet office.  Space is painted green","Wichita","KS",67214,"800-383-1183","Private",37.695062,-97.313754,52923,"2013-01-01","private"
"43","ELEC","ASPIRIA GARAGE P","6260 Sprint Pkwy Garage P","South side of the parking garage next to the electrical room","Overland Park","KS",66251,"888-758-4389","Public",38.913877,-94.65681,61441,"2014-04-23","public"
"44","ELEC","BLACK & VEATCH MAIN CAMPUS 3","6074-6460 W 115th St","In the south parking lot","Overland Park","KS",66211,"888-758-4389","Public",38.923103,-94.655835,62904,"2014-08-14","public"
"45","ELEC","Tradhuset","110 1/2 N Main St","NE of Main St and Lincoln St","Lindsborg","KS",67456,"","Public",38.573884,-97.675415,63251,"2014-09-02","public"
"46","ELEC","Vetehuset","105 1/2 N Main St","NW of Main St and Lincoln St","Lindsborg","KS",67456,"","Public",38.573771,-97.676351,63258,"2014-09-02","public"
"47","ELEC","Bob Allen Ford","9239 Metcalf Ave","Located on the south side near the entrance","Overland Park","KS",66212,"","Public - Call ahead",38.960921,-94.666648,63805,"2013-07-15","public"
"48","ELEC","ASPIRIA GARAGE B","6141 Sprint Pkwy Garage B","1st floor next to electrical room","Overland Park","KS",66251,"888-758-4389","Public",38.917808,-94.656079,63830,"2014-10-22","public"
"49","ELEC","ASPIRIA GARAGE C","6111 Sprint Pkwy Garage C","1st floor next to the electrical room","Overland Park","KS",66251,"888-758-4389","Public",38.918823,-94.655719,63831,"2014-10-22","public"
"50","ELEC","ASPIRIA GARAGE O","6311 Sprint Pkwy Garage O","1st floor next to the electrical room","Overland Park","KS",66251,"888-758-4389","Public",38.913548,-94.661432,63832,"2014-10-22","public"
"51","ELEC","ASPIRIA GARAGE L","6371 Sprint Pkwy Garage L","1st floor next to electrical room","Overland Park","KS",66251,"888-758-4389","Public",38.915935,-94.661511,63833,"2014-10-22","public"
"52","ELEC","ASPIRIA GARAGE N","6331 Sprint Pkwy Garage N","1st floor next to electrical room","Overland Park","KS",66251,"888-758-4389","Public",38.914405,-94.66147,63835,"2014-10-22","public"
"53","ELEC","ASPIRIA GARAGE J","6491 Sprint Pkwy Garage J","1st floor next to electrical room","Overland Park","KS",66251,"888-758-4389","Public",38.918312,-94.660367,63836,"2014-10-22","public"
"54","ELEC","ASPIRIA GARAGE K","6431 Sprint Pkwy Garage K","1st floor next to electrical room","Overland Park","KS",66251,"888-758-4389","Public",38.917511,-94.66105,63837,"2014-10-22","public"
"55","ELEC","ASPIRIA GARAGE I","6511 Sprint Pkwy Garage I","1st floor next to the electrical room","Overland Park","KS",66251,"888-758-4389","Public",38.919937,-94.659703,63838,"2014-10-22","public"
"56","ELEC","ASPIRIA GARAGE M","6351 Sprint Pkwy Garage M","1st floor next to electrical room","Overland Park","KS",66251,"888-758-4389","Public",38.915042,-94.661404,63839,"2014-10-22","public"
"57","ELEC","Evergy - Hutchinson Energy Center","3200 E 30th","","Hutchinson","KS",67502,"","Private",38.0902,-97.871451,64538,"2013-12-01","private"
"58","ELEC","Evergy - Pittsburg Service Center","1909 S Olive St","Located southwest of offices","Pittsburg","KS",66762,"800-383-1183","Public",37.386638,-94.710357,64539,"2013-12-01","public"
"59","ELEC","Evergy - Parsons Service Center","2605 Flynn Dr","","Parsons","KS",67357,"","Private",37.373189,-95.262514,64540,"2013-12-01","private"
"60","ELEC","Evergy - Wichita System Control Center","777 W Central Ave","","Wichita","KS",67203,"","Private",37.691343,-97.346264,64541,"2013-12-01","private"
"61","ELEC","EVERGY @UNILEVER -013B","27080 W 159th St @ Unilever","In the south east corner of the main parking lot","New Century","KS",66031,"888-758-4389","Public",38.840185,-94.896529,67076,"2015-05-12","public"
"62","ELEC","EVERGY @WHOLE FOOD020C","14615 W 119th St @ Whole Foods","NE corner of parking lot along the main access drive","Olathe","KS",66062,"888-758-4389","Public",38.911861,-94.757144,67984,"2015-06-23","public"
"63","ELEC","EVERGY @HY-VEE -034B","13550 W 63rd St @ Hy-Vee","SE corner of Hy-Vee parking lot along Pflumm Rd.","Shawnee","KS",66216,"888-758-4389","Public",39.015219,-94.742718,67991,"2015-06-24","public"
"64","ELEC","EVERGY @GOLF COURS035B","17501 Midland Dr @ Tomahawk Hills Golf Course","Located on the east end of the clubhouse parking lot.","Shawnee","KS",66217,"888-758-4389","Public",38.999993,-94.790332,67992,"2015-06-24","public"
"65","ELEC","City of Derby - Aviator Church","200 W Greenway","Located at Greenway and K-15","Derby","KS",67037,"316-788-1519","Public",37.557132,-97.27296,68270,"2015-06-28","public"
"66","ELEC","EVERGY @GREYSTONE-021C","12850 W 87th St Pkwy @ Greystone South Plaza","Located in the Greystone South Plaza parking lot along 87th St Pkwy, near the Commerce Bank ATM.","Lenexa","KS",66215,"888-758-4389","Public",38.971296,-94.735494,69072,"2015-08-18","public"
"67","ELEC","EVERGY @SAMS CLUB-052B","12200 W 95th St @ Sams Club #8208","West side of the parking lot along Monrovia St.","Lenexa","KS",66215,"888-758-4389","Public",38.958287,-94.728159,70709,"2015-10-28","public"
"68","ELEC","EVERGY @MILL CRK- 042B","13438 W 62nd Ter @ Mill Creek Shopping Center","In front of CVS Pharmacy along 62nd Terrace.","Shawnee","KS",66216,"888-758-4389","Public",39.015511,-94.741467,70712,"2015-10-28","public"
"69","ELEC","EVERGY @WALMART -074C","11010 W 74th Ter @ Walmart #5308","Located at the west end of the parking lot along Nieman Rd.","Shawnee","KS",66203,"888-758-4389","Public",38.993727,-94.714237,70782,"2015-10-31","public"
"70","ELEC","EVERGY @WALMART -073C","18555 W 151st St @ Walmart #4198","NW corner of the parking lot","Olathe","KS",66062,"888-758-4389","Public",38.85368,-94.800392,70790,"2015-10-31","public"
"71","ELEC","EVERGY @LEAWD APT-078B","2140 W 137th Ter @ Leawood State Line Apts Cl","Parking lot to the west of the clubhouse","Leawood","KS",66224,"888-758-4389","Public",38.879357,-94.610454,72516,"2016-01-14","public"
"72","ELEC","EVERGY @ST LUKES -322C","12302 Metcalf Ave @ St Lukes Hospital -  Sout","Along Metcalf by Rehabilitation Service Bldg.","Overland Park","KS",66213,"888-758-4389","Public",38.903557,-94.668132,73507,"2016-02-12","public"
"73","ELEC","EVERGY @SCRIPTPRO-170B","5828 Reeds Rd @ ScriptPro","ScriptPro parking lot on east side of Maple St.","Mission","KS",66202,"888-758-4389","Public",39.022852,-94.649653,74106,"2016-03-11","public"
"74","ELEC","EVERGY @SCRIPTPRO-169C","5839 Woodson Rd @ ScriptPro","West Building Parking Lot along Woodson","Mission","KS",66202,"888-758-4389","Public",39.022757,-94.65315,74107,"2016-03-11","public"
"75","ELEC","EVERGY @EPA -174B","11201 Renner Blvd @ US Enviromental Protectio","North employee parking lot","Lenexa","KS",66219,"888-758-4389","Public",38.925706,-94.778285,74334,"2016-03-26","public"
"76","ELEC","EVERGY @PUB WKS -173C","1385 S Robinson Dr @ Olathe Public Works Adm.","Front parking lot","Olathe","KS",66061,"888-758-4389","Public",38.862891,-94.844309,74366,"2016-03-30","public"
"77","ELEC","EVERGY @BJKT PROF-175B","8629 Bluejacket St @ Bluejacket Professional","Located in the parking lot behind the Clinical Associates building.","Lenexa","KS",66214,"888-758-4389","Public",38.973013,-94.709895,75109,"2016-04-19","public"
"78","ELEC","EVERGY @HEND ENG-185C","8345 Lenexa Dr @ Henderson Engineers","Near the SE corner of the building.","Lenexa","KS",66214,"888-758-4389","Public",38.976503,-94.70949,76238,"2016-06-10","public"
"79","ELEC","EVERGY @COMFORTIN176B","7200 W 107th St @ Comfort Inn","NW corner of the Comfort Inn parking lot.","Overland Park","KS",66212,"888-758-4389","Public",38.935011,-94.670061,77262,"2016-08-03","public"
"80","ELEC","EVERGY @STOLL PRK-033C","12502 W 119th St @ Stoll Park","Located in the first parking lot on the right","Overland Park","KS",66210,"888-758-4389","Public",38.914861,-94.729875,80245,"2016-12-17","public"
"81","ELEC","EVERGY @BRILL -214C","5820 Lamar Ave @ Brill Eye Center","Front parking lot","Mission","KS",66202,"888-758-4389","Public",39.023411,-94.658695,80246,"2016-12-17","public"
"82","ELEC","EVERGY @HILTON GI-008B","12078 S Strang Line Rd @ Hilton Garden Inn","North side of building between the Hilton Inn and Holiday Inn Express","Olathe","KS",66062,"888-758-4389","Public",38.911516,-94.769671,80247,"2016-12-17","public"
"83","ELEC","EVERGY @K-STATE -011C","22199 W Innovation Dr @ K-State Olathe","Located in the K-State parking lot at the Kansas Bioscience Park","Olathe","KS",66061,"888-758-4389","Public",38.929354,-94.842645,80248,"2016-12-17","public"
"84","ELEC","EVERGY @HERITG PRK012C","13915 W 159th Ter @ Heritage Park","Located in the marina parking lot","Olathe","KS",66062,"888-758-4389","Public",38.835675,-94.746695,80249,"2016-12-17","public"
"85","ELEC","EVERGY @ARVEST BNK009B","6302 Nall Ave @ Arvest Bank","In the bank parking lot","Mission","KS",66202,"888-758-4389","Public",39.014923,-94.650332,80250,"2016-12-17","public"
"86","ELEC","EVERGY @WHOLE FOOD112C","6623 W 119th St @ Whole Foods-119th St","Located near the SW corner of the building.","Overland Park","KS",66209,"888-758-4389","Public",38.911443,-94.662448,80252,"2016-12-17","public"
"87","ELEC","EVERGY @WALMART -067C","7703 E Frontage Rd @ Walmart #1691","Located in the Walmart parking lot near the westernmost entrance.","Overland Park","KS",66204,"888-758-4389","Public",38.988966,-94.699782,80254,"2016-12-17","public"
"88","ELEC","EVERGY @HY-VEE -003B","8503 W 95th St @ Hy-Vee #1","In the SE corner of the Hy-Vee parking lot.","Overland Park","KS",66212,"888-758-4389","Public",38.955167,-94.684244,80255,"2016-12-17","public"
"89","ELEC","EVERGY @HY-VEE -007B","8902 W 135th St @ Hy-Vee #2","Located on the east edge of the Hy-Vee parking lot, near McDonald's.","Overland Park","KS",66221,"888-758-4389","Public",38.885008,-94.687545,80256,"2016-12-17","public"
"90","ELEC","EVERGY @B&V ENG -302B","11407 Lamar Ave @ Black and Veatch","In North Parking Lot along 112th","Overland Park","KS",66211,"888-758-4389","Public",38.92563,-94.655413,80258,"2016-12-17","public"
"91","ELEC","EVERGY @B&V ENG -303C","11411 Lamar Ave @ Black and Veatch","In West Parking Lot along Lamar","Overland Park","KS",66211,"888-758-4389","Public",38.924411,-94.657827,80259,"2016-12-17","public"
"92","ELEC","EVERGY @GOLF COURS017A","16451 Constance St @ Heritage Park Golf Cours","Located in the clubhouse parking lot","Olathe","KS",66062,"888-758-4389","Public",38.830136,-94.75812,80262,"2016-12-17","public"
"93","ELEC","EVERGY @SAMS CLUB-050B","8314 W 135th St @ Sams Club #4707","South end of Sam's Club parking lot near Salty Iguana.","Overland Park","KS",66223,"888-758-4389","Public",38.884808,-94.683624,80264,"2016-12-17","public"
"94","ELEC","EVERGY @HY-VEE -010A","6657 Martway St @ Hy-Vee","Located on the west side of the Hy-Vee parking lot near the gas station.","Mission","KS",66202,"888-758-4389","Public",39.019948,-94.662804,80265,"2016-12-17","public"
"95","ELEC","EVERGY @KU EDWRD -155A","12602 Quivira Rd @ KU Edwards Campus","EVCS is located in the Edwards Campus parking lot behind the Phillips 66 on Quivira.","Overland Park","KS",66213,"888-758-4389","Public",38.90047,-94.724896,80269,"2016-12-17","public"
"96","ELEC","EVERGY @WALMART -066A","11703 Metcalf Ave @ Walmart #1599","EVCS located at the back of the Walmart parking lot near K Macho's and Old Chicago.","Overland Park","KS",66210,"888-758-4389","Public",38.914908,-94.666271,80276,"2016-12-17","public"
"97","ELEC","EVERGY @CORP WOOD-140A","9407 Indian Creek Pkwy @ Corp. Woods (Bldg. #","Located on the south side of building 40.","Overland Park","KS",66210,"888-758-4389","Public",38.930634,-94.695286,80277,"2016-12-17","public"
"98","ELEC","EVERGY @CORP WOOD-135A","10954 Grandview Dr @ Corp. Woods (Bldg #34)","Building 34; SW corner of parking lot","Overland Park","KS",66210,"888-758-4389","Public",38.928633,-94.692706,80279,"2016-12-17","public"
"99","ELEC","EVERGY @KOHLS -145C","16244 W 135th St @ Kohls","In front of the store near the parking lot entrance on Brougham.","Olathe","KS",66062,"888-758-4389","Public",38.88459,-94.773434,80280,"2016-12-17","public"
"100","ELEC","EVERGY @CORP WOOD-136A","8902 Indian Creek Pkwy @ Corp. Woods (Bldg. #","Building 6; NW parking lot.","Overland Park","KS",66210,"888-758-4389","Public",38.933212,-94.690097,80284,"2016-12-17","public"
"101","ELEC","EVERGY @WADELREED-045C","6314 Lamar Ave @ Waddell & Reed Park","Located in the east parking lot along Lamar near the 6310 bldg.","Overland Park","KS",66202,"888-758-4389","Public",39.012659,-94.658598,80285,"2016-12-17","public"
"102","ELEC","EVERGY @ROSANA SQ-304C","11626 Metcalf Ave @ Rosana Square","In the Mardel Parking Lot","Overland Park","KS",66213,"888-758-4389","Public",38.915355,-94.669381,80461,"2016-12-30","public"
"103","ELEC","EVERGY @SHMSN MED-255B","23401 Prairie Star Pkwy @ Shawnee Mission Med","Parking lot outside of building A","Lenexa","KS",66227,"888-758-4389","Public",38.955288,-94.8555,80826,"2017-01-10","public"
"104","ELEC","EVERGY @ROSANA SQ-305C","7582 W 119th St @ Rosana Square","Located at the south end of the Price Chopper parking lot near Overland Park Eye Center and Goodcents.","Overland Park","KS",66213,"888-758-4389","Public",38.913757,-94.672032,81551,"2017-02-25","public"
"105","ELEC","EVERGY @FIELDHOUS-016A","551 New Century Pkwy @ New Century Field Hous","Located on the south side of the building.","New Century","KS",66031,"888-758-4389","Public",38.818279,-94.903358,82095,"2017-03-28","public"
"106","ELEC","EVERGY @CITY CNTR-258A","8800 Penrose Ln @ EPC District at City Center","Parking garage Level 1. spaces 104 -109","Lenexa","KS",66219,"888-758-4389","Public",38.968942,-94.783874,82276,"2017-04-12","public"
"107","ELEC","EVERGY @LFTD LGC-168B","10263 W 87th St @ Lifted Logic","Parking lot on the west side of the building along Switzer Rd.","Overland Park","KS",66214,"888-758-4389","Public",38.970545,-94.704798,87404,"2017-09-06","public"
"108","ELEC","EVERGY @SMSD C4AA-226B","8202 W 71st St @ SMSD CENTER FOR ACADEMIC ACH","Front parking lot","Overland Park","KS",66204,"888-758-4389","Public",39.001234,-94.680695,87420,"2017-09-07","public"
"109","ELEC","EVERGY @QUINTILES-162B","6702 W 115th St @ Quintiles","East parking lot at Quintiles.","Overland Park","KS",66211,"888-758-4389","Public",38.921528,-94.660578,87423,"2017-09-07","public"
"110","ELEC","EVERGY @WOODSIDE-213B","2200 W 47th Pl @ Woodside Apartments","In the parking garage","Westwood","KS",66205,"888-758-4389","Public",39.043266,-94.610969,87427,"2017-09-07","public"
"111","ELEC","EVERGY @SHMSN PRK-043B","18531 W 79th St @ Shawnee Mission Park Marina","Marina parking lot","Shawnee","KS",66218,"888-758-4389","Public",38.988102,-94.799655,87433,"2017-09-07","public"
"112","ELEC","EVERGY @WOODSIDE-215B","4705 Rainbow Blvd @ Woodside Apartments","Retail parking lot on the east side","Westwood","KS",66205,"888-758-4389","Public",39.043861,-94.611233,87436,"2017-09-07","public"
"113","ELEC","EVERGY @PRESBY CH-187B","9902 Mission Rd @ Village Presbyterian Church","Front parking lot along Mission Rd.","Overland Park","KS",66207,"888-758-4389","TEMPORARILY UNAVAILABLE (Public)",38.948572,-94.63136,87441,"2017-09-07","public"
"114","ELEC","EVERGY @JEWISH FS-220A","5803 W 115th St @ Jewish Family Services of K","West parking lot by the tennis courts","Overland Park","KS",66251,"888-758-4389","Public",38.917027,-94.65483,87587,"2017-09-13","public"
"115","ELEC","EVERGY @JCCC -025B","21151 W 152nd St @ Johnson Co. Community Coll","North of building in circular parking area off of 152nd St.","Olathe","KS",66062,"888-758-4389","Public",38.852909,-94.83035,87590,"2017-09-13","public"
"116","ELEC","EVERGY @MENORH MED163C","5739 W 119th St @ Menorah Medical Center","Employee parking lot off 119th St. by Mid America Surgery Institute entrance.","Overland Park","KS",66209,"888-758-4389","Public",38.912532,-94.650993,87592,"2017-09-13","public"
"117","ELEC","EVERGY @KC ORTHO -005B","3691 College Blvd @ KC Orthopedic Inst","In NW corner of parking lot along College Blvd.","Leawood","KS",66211,"888-758-4389","Public",38.927353,-94.628428,87597,"2017-09-13","public"
"118","ELEC","EVERGY @PARKEDGE -048B","8133 Renner Blvd @ Park Edge Apartments","Located next to building 8135.","Lenexa","KS",66219,"888-758-4389","Public",38.980885,-94.777979,87604,"2017-09-13","public"
"119","ELEC","EVERGY @JCCC -024A","12343 College Blvd @ Johnson Co. Community Co","Located at the west end of the Gym parking lot near the tennis courts.","Overland Park","KS",66210,"888-758-4389","Public",38.923671,-94.733535,87605,"2017-09-13","public"
"120","ELEC","EVERGY @ARVEST BNK006B","7403 W 135th St @ Arvest Bank","In the SW corner of the Arvest parking lot.","Overland Park","KS",66223,"888-758-4389","TEMPORARILY UNAVAILABLE (Public)",38.88283,-94.672675,87625,"2017-09-14","public"
"121","ELEC","EVERGY @CHELEPIS -211A","8302 College Blvd @ Chelepis & Associates","South side parking lot","Overland Park","KS",66210,"888-758-4389","Public",38.927974,-94.681438,87627,"2017-09-14","public"
"122","ELEC","EVERGY @BNK OF AM-212B","8679 College Blvd @ Bank of America","Parking lot along Antioch on the south side of Bank of America","Overland Park","KS",66210,"888-758-4389","Public",38.926466,-94.685957,87633,"2017-09-14","public"
"123","ELEC","EVERGY @CORP WOOD-139A","10979 Benson Dr @ Corp. Woods (Bldg. #12)","Building 12; West parking lot near the front entrance.","Overland Park","KS",66210,"888-758-4389","Public",38.930666,-94.687971,87635,"2017-09-14","public"
"124","ELEC","EVERGY @CORP WOOD-137B","10855 Mastin St @ Corp. Woods (Bldg #82)","Charging station is located near the SE corner of Building 82.","Overland Park","KS",66210,"888-758-4389","Public",38.93133,-94.701461,87641,"2017-09-14","public"
"125","ELEC","Oasis Travel Plaza - Tesla Supercharger","700 E Horton Ave.","","Colby","KS",67701,"877-798-3752","Public",39.361344,-101.054067,102178,"2018-07-23","public"
"126","ELEC","Holiday Inn Express - Tesla Supercharger","2631 Enterprise Rd","","Goodland","KS",67735,"877-798-3752","Public",39.326258,-101.725107,102179,"2014-06-15","public"
"127","ELEC","Applebee's - Tesla Supercharger","4101 Vine St","","Hays","KS",67601,"877-798-3752","Public",38.900543,-99.319142,102180,"2014-06-15","public"
"128","ELEC","Holiday Inn Express - Tesla Supercharger","755 W. Diamond Dr.","","Salina","KS",67401,"877-798-3752","Public",38.877342,-97.618699,102181,"2014-07-01","public"
"129","ELEC","Arby's - Tesla Supercharger","5930 SW Huntoon St","","Topeka","KS",66604,"877-798-3752","Public",39.04438,-95.760267,102182,"2015-01-01","public"
"130","ELEC","Applebee's - Tesla Supercharger","4760 S. Broadway Street","","Wichita","KS",67216,"877-798-3752","Public",37.60878,-97.33314,102183,"2015-02-01","public"
"131","ELEC","Fort Leavenworth","851 Riley Ave","","Fort Leavenworth","KS",66027,"","Private",39.361578,-94.920141,102641,"2018-09-01","private"
"132","ELEC","EVERGY @CITY HALL-326A","4600 W 51st St @ Roeland Park City Hall","East side of City Hall","Roeland Park","KS",66205,"888-758-4389","Public",39.036762,-94.637976,105001,"2018-11-29","public"
"133","ELEC","EVERGY @ANTIOC PRK018B","6501 Antioch Rd @ Antioch Park","In front of the Registration and Recreation building","Merriam","KS",66202,"888-758-4389","Public",39.010584,-94.682117,105167,"2018-12-11","public"
"134","ELEC","Boot Hill Distillery - Tesla Destination","501 W Spruce St","","Dodge City","KS",67801,"877-798-3752","Public",37.754546,-100.021371,114252,"2017-01-27","public"
"135","ELEC","The Big Well Museum Visitor Info Center Greensburg - Tesla Destination","315 S Sycamore St","","Greensburg","KS",67054,"877-798-3752","Public",37.603917,-99.294828,114253,"2018-08-15","public"
"136","ELEC","Hampton Inn Hays - Tesla Destination","4002 General Hays Rd","","Hays","KS",67601,"877-798-3752","Public",38.898222,-99.314754,114254,"2015-12-07","public"
"137","ELEC","Golden Eagle Casino - Tesla Destination","1121 Goldfinch Rd","","Horton","KS",66439,"877-798-3752","Public",39.669837,-95.639144,114255,"2016-10-18","public"
"138","ELEC","Homewood Suites by Hilton Kansas City Speedway - Tesla Destination","10922 Parallel Pkwy","","Kansas City","KS",66109,"877-798-3752","Public",39.130848,-94.832581,114256,"2018-07-20","public"
"139","ELEC","Grinders High Noon - Tesla Destination","206 Choctaw St","","Leavenworth","KS",66048,"877-798-3752","Public",39.317051,-94.910835,114257,"2015-12-01","public"
